,Tweets,Personal_attack
1466,"@WayneDupreeShow I am not against the idea but my gut is telling me there is something fishy going on here. Has anyone checked to see how far these two go back? Maybe they were in a foster home together are are like brothers, just sayin.",0
1467,"@astuorum @TheEconomist @muzoonrakan1 We must be able to separate individuals from their religions. To truly understand any religion or group, we have to dig beyond what the media portrays. We should not jump into conclusions because someone said this and that about a particular religion. #peace.",0
1468,"@GoodwinMJ "". Most British voters are instinctively sceptical toward City, banks, globalization..."" and easy to exploit. Labour knows exactly what they are doing ...",0
1469,@CliveGan @CNN I am really hoping this becomes the norm again,1
1470,#Pakistan Tomorrow you VOTE I Pray you elect a Prime Minister who is for Human Rights &amp; Animal rights !  #PakistanZindabad https://t.co/a6GugJ4PNw,0
1471,"@WayneDupreeShow I base my vote on what that person stands for, not the color of their skin, their sex, what race they fall under nor what religion they practice. If they are a LEGAL American, without secret allegiance to another flag, then THAT is what matters.",0
1472,Lobby major unions and NEC members between now and Saturday. No exaggeration to say project could be kaput by this time next week.  What is being proposed makes the chance of a successor to Corbyn sharing his politics close to zero.,0
1473,@CliveGan @CNN Being dignified,0
1474,This needs to happen far more often! #AnimalRights https://t.co/EqAck2TMGx,0
1475,Why isn't Alice Johnson trending on my Twitter? I mean...she's black (check) for black lives matter She's a woman (check) for feminists Shouldn't the Left be ALL OVER THIS story...feeling good about it?,0
1476,"@AaronBastani [Draft] Dear Major Union, I know you helped create the Labour Party and have funded it for the past century with hundreds of millions £ of union subs and all that, but please, can't you just let me and my mates decide who the Lab leader will be without interfering? Regards, x",0
1477,@_AnimalAdvocate Wow.. great fight..,0
1478,"Congratulations @DICKS 4 taking a stand 2 help build a society in the US where, just like in most civilized countries where the gov’t is not manipulated by a powerful gun lobby, we don’t have to accept mass shootings as commonplace. #GunReform #GunControl https://t.co/LcPDru0zyI",0
1479,"@iMattPound @paulwilkinson4 @AaronBastani Having to choose between Bastani and McCluskey is the same as choosing between May and Corbyn. None of them up to the job and all out of touch with needs and aspirations of voters, as opposed to their friends",0
1480,@pambesteder Can't talk about it because they would have to give Trump credit....,0
1481,"If animals formed a religion, the devil would be depicted in human form!  #GoVegan #AnimalRights https://t.co/pPuoiibcKX",0
1482,".@marklevinshow Thanks! The hard left is raising big $$ coming after us, campaigning on gun control, open borders &amp; impeaching the President. Very much appreciate the patented Levin Surge, supporting me at https://t.co/PVsiCtbbyL https://t.co/3ddNA86cVH",0
1483,"@Catus14 @iMattPound @paulwilkinson4 @AaronBastani McCluskey does not represent all unions, or even all his own union.",0
1484,@Zucchinisaurus Humans are terribly sick in their mind,0
1485,@tedcruz @annieb0823 @marklevinshow 'Don't think Ted has much to worry about; but he shouldn't be lulled into complacency'!,0
1486,@LeeAntonio20 @pambesteder YEEEP!,0
1487,“If you support gay rights you must be gay” “If you support sex workers you must be a sex worker” “If you support women you have to be a woman” I support animal rights but do I look like a fuckin penguin to you?,0
1488,"@frozenwarning @iMattPound @paulwilkinson4 @AaronBastani Luckily, but his influence in LOTO appears excessive",0
1489,"This is why we need guns. Ask Hitler, Castro, Mao Tse-Tung, Stalin, Pol Pot, Idi Amin, or the countless others… if gun control worked for them. We don’t need guns for hunting we need them for freedom.  https://t.co/CySUzSiXFF",0
1490,"inheritance for the rich, rugged individualism (with a dash of religion) for the poor.",0
1491,@WildgirlAthena @Sky3RN Pengwing,0
1492,@Wallenboy60626 @RedTRaccoon @eugenegu @USATODAY Doesnt make it right. Why continue to let racist states STAY racist?! We can do better. #BlackLivesMatter #BrownLivesMatter,0
1493,@NetworksManager Yup! https://t.co/AkaqKT9Tu9,0
1494,@BenjaminPDixon The world needs more Christians like you. Not the type of christianity she selling.,0
1495,"I’m sick of people, like WHY???  I’m quitting my job and become a vigilante animal rights activist and you’re all dead ",1
1496,"@Catus14 @iMattPound @paulwilkinson4 @AaronBastani He represents himself, as do many of Corbyn’s mates. Doesn’t mean unions should be excluded from the Labour Party.",0
1497,@Johnferns88 This has literally just ruined my day  absolute bastards!,1
1498,#FBR party LIKE❤ RT♻️ FOLLOW ALL WHO RT #TheResistance #Resistance #ImpeachTrump #NotMyPresident #Resist #Trump #DemForce #BlueWave #BlueTsunami #FBR #LGBT #Equality #StrongerTogether #RT #FBResistance #BlackLivesMatter #WomensRights #Mueller #Resisters #Twitter #FBRParty https://t.co/QZC1kTbPmC,0
1499,@DianeStuffer @NetworksManager 56 million let that sink in!!!,0
1500,"We are unwilling to accommodate your unreasonable demands,' Sen. Chuck Grassley told attorneys for Christine Blasey Ford. https://t.co/hv7dRK0hzW",0
1501,@Helen_Wood86 @Johnferns88 Sick mfs..,1
1502,@Dax_x98 @tjkmaxx36 Peter Dinklage plays: Robert Mueller https://t.co/9m2VOIEjZF,0
1503,1. Our recent and comprehensive journal article: https://t.co/Cc7iqWxww1 2. A set of video lectures on various topics in the Science of Religion from my MOOC w/ @slingerland20: https://t.co/1e9UCDGu0I 3. My collaborator Ara Norenzayan's book Big Gods: https://t.co/PBul4HlI2Q 2/2,0
1504,"I'm sure he'll speak cogently on the need for gun control, and urge the @NRA to reign in their dangerously divisive rhetoric. While wearing a tutu. https://t.co/BEcrKkE4pB",0
1505,@AP_Politics MILLIONS OF ANGRY WOMEN ON EVERY STREET CORNER OF AMERICA VERY VERY VERY ANGRY WOMEN who vote and who run for office,1
1506,Lions wait to be picked out and shot on canned hunting ranch in South Africa. #AnimalRights #BanCannedHunting https://t.co/FrgOA5MKKe,0
1507,A  BLACK  MAN  HAS  BEEN  MURDERED  BY  LAW  ENFORCEMENT  IN  SACRAMENTO  EVERY  OTHER MONTH  FOR  THE  LAST  TWO  YEARS  They stay killing us #MakeLynchingStop @Mayor_Steinberg #BlackLivesMatter,0
1508,#CierreSintesis ► Los '90 Smells like teen spirit de @Nirvana VS Enjoy the silence de @depechemode VS Losing my religion de @remhq VS Wonderwall de @oasis ♫,0
1509,@WWA_Awareness Killing is not sport!,0
1510,"@thehill Hmm, if they are so worried about getting shot, maybe they could enact some gun control. Just a thought.",0
1511,@keraz37 @AP_Politics Lmao,0
1512,Remember when we were saying #BlackLivesMatter ✊and they came out all offended saying #AllLivesMatter  ...Well... what a bunch of hypocrites... it’s clear that all lives don’t really matter. #4645boricuas  #WhereAreTheChildren      + etc.,0
1513,"@jay_riddle @ATLUTD @MLS @MLSWORKS @LGBTSoccer So an organization that helps our community regardless of race, sexual orientation, or religion isnt ok because to become a MEMBER you have to conform to the Christian faith. Even though to benefit from the programs that is not a requirement?",0
1514,"@_ItsSavannah_ God is doing something, God allows us to live in a country where WE THE PEOPLE can advocate and #VOTE for better gun control laws. People are rising up and saying NO MORE! Are you with us or not? Shame the devil (#NRA) and shock the world!",0
1515,President @realDonaldTrump continues in the Ronald Reagan tradition of despising identity politics. Here's how  Catch @DineshDSouza's full interview with @jlptalk here: https://t.co/LwNaRZresE https://t.co/r0sZ5GOqE8,0
1516,"@TatiaMelendez It was clear even then! They said, ""MLK would say, 'All Lives Matter' "". Well, chances are MLK would also say #RefugeesWelcome and would be opposed to what is happening on the border. But, they find all that offensive, and probably would have long told him to leave 'Murica.",1
1517,@jdevine27 @WWA_Awareness FOR WHITE PEOPLE IT IS,0
1518,"So people are always arguing a debating about problems we have as a nation. Gun control, Abortion, Immigration, Health Care...etc. Dear Congress and government, When are we going to come up with some solutions? I’m waiting... https://t.co/Hw7JiZFtYI",0
1519,@KyleDav18953580 Because there's not enough men in politics? They need to be encouraged? Come on dude.,0
1520,"@TatiaMelendez Let's pick on talk radio host Michael Savage: during the W years, he called a caller ""traitor"" for expressing concern over civilian casualties during the Iraq War. They have long believed foreign lives don't matter.",0
1521,"Yes I’m angry. An animal rights activist told me I could not adequately examine a horse.... because he was in a barn. (Not pictured) This horse was examined, diagnosed &amp; is being treated in a barn. That’s where horses live.  https://t.co/OIXp7Jq6ba",0
1522,@Chan_the_world You arent a President Trump supporter like me. You dont see the Confederate flag the way I do. But I love how you respect others opinions and agree to disagree. We adults could learn from you.,0
1523,"@jes_chastain Dear Women and Men, lets make sure that we elect the most qualified individuals to represent us. Men when you get elected make sure you become a rep for all, women when you get elected make sure you rep for all. We have 2many in USPolitics looking after their own. Be honorable",0
1524,"Yes, November Is Coming! &amp; Together We Will Not Only Remember But Vote! #ChildrenInCages #TakeAKnee #DACA #BlackLivesMatter #Metoo #FamiliesBelongTogether #MarchForOurLives #ClimateChange #ZeroTolerance #EnoughIsEnough #RespectMyVote So Yes #NovemberIsComing &amp; We Are Ready✊ https://t.co/AdowLbQyKR",0
1525,I've had enough of people stating that death penalty is a sin to God. That even people who've committed the worst crimes still has dignity left. Wait wtf? Both religion and the state should be separated and that's under the law of the constitution and God himself.,0
1526,@urbanhorsedoc Sounds like context matters? Some can't/won't separate circumstances. Don't know what this horse does for a living but may be relevant to being AR target???,0
1527,@CarmineSabia I don’t necessarily agree to disagree. I just pick my battles. The flag is a battle that I will talk about when asked but ...theres’s a lot more important fish to fry.,0
1528,"@jes_chastain Be kind, be compassionate, be fair, be loving, be firm, be one and be all.",0
1529,"@EJinAction Also we will campaign for candidates, donate to orgs, attend council meetings, join advocacy groups, write letters to Congress, help people register to vote,...We don't have to wait until November, we can do it now.",0
1530,@PupQuest Perhaps. When LE asks me to examine a thin horse in a muddy back field what does the context matter re: veterinary health findings?,0
1531,"Also why I'm a #liberal -There are more religions than just evangelical christianity -The wisest men alive today are Scientists, and they should be listened to and respected if we are to keep paradise alive -There is more to a great country than just a good economy -F*ck Trump",1
1532,Several Minnesota law enforcement officials appear in ad advocating tougher gun control measures. | https://t.co/bHizWfqqMt https://t.co/ghPUEf2Q06,0
1533,@Artemisa_Luna Que se sepa la policía no actuó por racismo sino con excesivo celo. Pasa q cuando un blanco mata a un negro lo hace por racista y la reivindicación de la supremacía blanca pero cuando ocurrió lo del black lives matter el propio presidente Obama recibió a sus líderes en la CB,0
1534,"@CandiceMalcolm Absolutely, and I did not. I’m suggesting anyone in that position could be (should be!) challenged and criticized - but respectfully? Without the name calling? Unless that’s where Canadians want their politics to go - which would be worth noting.",0
1535,"@urbanhorsedoc I agree, just wondering how an AR person even is involved. It sounded organized in some way.",0
1536,@Artemisa_Luna Dónde encuentro las declaraciones o evidencia de q los policías que mataron a los negros fueran racistas? En cambio quien mató a los policías blancos dijo: ‘que quería matar blancos’. Ni todos los negros son malos ni todos los blancos son malos. Entienda y no la llamaré idiota,1
1537,"@GoodKingSolomon No, though God made us in his *image* doesnt mean our insight is equal to his. An image is not equal to his maker. Our insight isn't divine, otherwise we would known tbe future, for instance. Atheism isn't simply anti-organized, it's a clear attack on my existence of God.",0
1538,Adopt don't shop ! #AnimalRights #dog #DogRescue https://t.co/u3tHX6anSj,0
1539,"@NewsJunkyEm It’s Canada’s PM though. Whoever may hold that position in that moment, it’s still an honourable position, right?",0
1540,@WCCO Of course they do. Who can oppose them if no one has guns but them. That's how Democrats do things.,0
1541,@HWOAnimalRescue #AdoptDontShop,0
1542,Protesters chanting ‘Black Lives Matter’ to Trump supporters across the street at Scheels Arena now @ValleyNewsLive https://t.co/fKetiEOfzQ,0
1543,@GoodKingSolomon Poorly written but I hope u get my point. It's clear.,0
1544,@reshminair Her boss is the constituency. Trudeau is still a terrible public servant,0
1545,Why are anti-#SecondAmendment gun grabbers so wrong? These lives saved by a woman with a concealed firearm represent just a few reasons why https://t.co/YSBcUWumQ7 #2A #GunControlNow #GunControl #NRA #2ADefenders,0
1546,"Winning shouldn’t be everything. Especially in our politics. My thoughts, for what it’s worth— https://t.co/nHt2zFV0iQ",0
1547,"Welcome to #America, where it's literally simple as Black and White. #BlackLivesMatter #AntwonRose https://t.co/zSVO67wRb2",0
1548,"Me sé de alguien que NO SÉ CÓMO va a conseguir sea como sea unos cuantos códigos de PX Dobles para Black Ops 4. xDDD P.D: No, no bebo ni beberé Monster. GFUEL es mi religión. El azúcar y otras mierdas que lleva el Monster/Burn/Red Bull, no me van. https://t.co/l9vF2nghWx",0
1549,What My #America looks like #1Voice #BlackLivesMatter #EqualityForward https://t.co/UZgbNGczkq,0
1550,@jmattbarber https://t.co/yiPcaKoGqG,0
1551,@GuiasTacticasES Decis que en Argentina tambien puede estar eso??,0
1552,"@KristinKarnitz We are more alike than we are different. If we would all acknowledge that, it would be a good first step.",0
1553,"VIDEO: Mom With Gun Protects Kids At School THIS is how vetted, trained, #ConcealedCarry woman protects kids &amp; adults since there's no such thing as a #GunFreeZone #Parkland #GunControl @NRA #2ADefenders #2AShallNotBeInfringed WATCH: https://t.co/bai3ysQQWp https://t.co/e3E5Xlc5nx",0
1554,@ms_muzicwoman @KristinKarnitz I just read that Kavanaugh was only a law clerk. Wtf?,0
1555,@haspeipapu @GuiasTacticasES Olvídate bro,0
1556,@Acosta @PressSec Useless. Tell them Obama opposed gun control. Maybe then they’ll get off their asses.,1
1557,"@70s_Hope @KristinKarnitz Many law school graduates serve as law clerks. This gives them a unique first hand view of the judicial system. Kavanaugh was a law clerk b4 going into private practice. He worked for Ken Starr, the Bush campaign during the recount, and then for Bush 43. He was a judge in DC.",0
1558,"The story is 3 years old, but it still angers me that Canadian taxpayers r being made to pay to fund identity politics. Housing segregation based on religion? What next? By race? What do",0
1559,Pro-gun twitter users: “making guns illegal won’t make gun violence completely disappear and therefore we shouldn’t have any gun control at all...” I have seen this argument countless times. Are people really this stupid?Or are they just that selfish?  Anybody got any insight?,0
1560,"@ms_muzicwoman @KristinKarnitz I can't find the post, but Snopes says this:  https://t.co/eJvrueKuXX",0
1561,"@asignfromheavan @MrStardust1969 @Catheri77148739 @mirandadied4u @TautReason @Mogleeone @Van_Vagabond @dadbaddy @A__Stout @flashbangz89 @NoScienceDenial @RJDownard @realSWBDon @chrischristex16 @brainoutREAD @majwal7 @JimSanoBC79 @yetigcreature @atheistic_1 @VincyBigJ @AshMartee @PragmaticBent @Dracalous @IngridIngwah @Singaporemark @hubie0 @Charlesthornt @AprilLigeia @AGTCnews @777777u77 @rkdoctr @KAPAMINT @ChurchTales @AtheistComedy1 @curvemudgen @FifthDonkey @carfireon355 @ScientiaPercept @MPaulkovich @PromiseRW @HitchSlapU @LogicalReterg @champybeaat @chasfax @ConfidenceCult @Schultzkim3Kim @bob_hound @DonaldKronos @fakegreatdane @Cosmic_Rays Truth is a matter of presentable evidence. If you don’t have objective evidence to substantiate something, it’s not truth, it’s belief. That’s why you have religion, not reality.",0
1562,"@MaddyMKerr People will grasp onto anything to justify their position. The excuse is offered dishonestly, but that doesn't matter. They are just too invested emotionally. Logic cannot overcome their dogma.",0
1563,"@GentlemanGeorge @chorlton1973 @srcoxlive @jetjag100 @Davidmetroland @nicko00127 @brianbloop @JamessReality @blueunicornmoon @PostTruthPaul @JamesNNorm @3112Mel @currywuss @Laurent_LREM58 @David_Vaporium @sunick51 @fthpices @NYtitanic1999 @Andywilds1 @LapisLazuli4402 @Kitchy65 @Nealb2010 @EmilTschepp @jon_mumford1982 @Ruadhri @tolethorpe @noneedforgreed @LeeDavidAdams2 @Ciolfilicious1 @mac_puck @leweisnlied @brexit_politics @itsapointofview @Roblev0 @NickStevenson63 @hamster_hami @MartinRemains @Jim_Cornelius @forster_keith @JohnRod76512584 @ticketsjaved @jeremythomas212 @susanstanwix @PJA1066 @petuniasforever @commer2stroke @MarkInNorthWest @fccologne4eva @thejoyofnext @BILDERBERG_GP Yes, let's honour a referendum hijacked by lies and dirty tricks.",1
1564,"@maagdalenaa___ I understand that, but what does that have to do with Gun Control &amp; school shootings??",0
1565,"A veces me pongo a pensar si el hijueputa cura que me bautizó era un violador o un acosador de niños y me da asco que una persona así me haya puesto la manos encima. Ustedes esperen a que sus hijos crezca y elijan la religión que les de la puta gana, no sean retrógrados.",0
1566,@BreitbartNews Being a Liberal still pays big in politics. Who would fund this insurrection?,0
1567,@papayapodrida Correcto !,0
1568,@maagdalenaa___ That has nothing to do w school shootings,0
1569,"Democrat Emanuel Celler wrote Immigration &amp; Nationality Act of 1965 &amp; Gun Control Act of 1968. Celler caused Immigration to SOAR. Celler akin to Lyndon B Johnson, who as a Senator wrote the Johnson Amendment silencing Christians in 1954 for re-election campaign. #DEMANDRosenstein https://t.co/nQWKg4lDwn",0
1570,@rosrothschild @AQAVitae @RadaGonzalez @ManuelR27352944 @Roxana54540141 @nesumosa @oskrdanielabreu @Armando_550 @Jodedorowsky @nietzschefer @Yola26mar @CarlosEBlanco1 @Joenky @RJLEONP @1412Yolis @diojeymarlyn @totono56 @solaidarvteamo @IndignadoRevo @chenter_2005 @stramagliarosa5 @antoniogarcia31 @jumolina6 @isaac_jairo @pochofrp @molotov1000 @Stelaaraque @marcosvivas26 @CanaimaIllinois @jodapeca @jvivassantana @CARSIFO9 @Heryrevi @Marpacifico13 @Enbatallaya @WilfredoNc @JulioMorenoRoja @ElAndino09 @ScratesHaberma1 @rosi_c_g @ErubyVillamarin @deisy5803204 @jhonnyd1229 @Rosalbasang @isaescorihuela @LaYaYaCandanga @verdadsintapuj2 @MrCatarsis16 @Ramonelco @BarV0210 Bueno ! La palabra Petro viene de la religión babalao cubana,0
1571,@christianllamar @KSouth4trump Sorry Rosenstupid you dont have that kind of power and being as this whole Investigation was started on false documents and is against the Constitution you have Broken several Laws and should be put behind bars Immediately,1
1572,"El típico progresista asume que toda crítica contra su movimiento proviene de la religión y por eso tacha a medio mundo de ""oscurantista"" o ""retrógrado"". Pero no es necesario apelar a la religión para desmentir el progresismo, con la NATURALEZA y la BIOLOGÍA basta.",0
1573,"@DanielWGibbs1 @KSouth4trump Daniel, please Call Congress and tell them this. #DEMANDRosenstein",0
1574,"@RavenBethencou3 Le falto: godo, retardario e inquisidor",1
1575,"Para los que no lo creen: Se llama Eshu el rey de la trampa, pertenece a la religión Yoruba otro pacto SATANICO con religiones AFROCUBANAS..!! Pura mierdaaa https://t.co/3VFZG9iV1u",0
1576,"@curts1girl @Awood732 @richjoy71 @jeepsailor @davidhogg111 @marcorubio @NRA London was brought up bc of gun control which has led to knife murder rates surpassing NYC (a comparable pop size.) 4. Read about de-arming populations throughout history and what happened. 5.Stop being condescending towards opposing views-its juvenile, deary.",0
1577,"@roman__pinto Que asco¡¡¡ Venezuela necesita Muchas bendiciones, no maldiciones",0
1578,"@MichelleGruaMD @DakoterArtworks @bartly91 @Sandrotrade @davidhogg111 Go move to London where they have gun control laws... there you can save people from knife and acid attacks daily, plus the occasional gun shot.",0
1579,"@PercyHopweather @VanessaReneeWa1 @TomPerez I'm not sure where you've been for the last two years, but Democrats these days stand for none of those things anymore. Even when it comes to gun control, the most vocal gun control advocates get paid by defense contractors like Raytheon and Lockheed Martin.",0
1580,I can safely say organized religion and meditation don’t have anything to do with each other but can complement each other. TM is stand alone but it’s not an either or situation.,0
1581,Colorado Democrat Advocates For Gun Control By Pepper-Spraying His Eyeballs In Neat New Ad [WATCH] https://t.co/JYDvXHRYVl https://t.co/y3Hqsx348a,0
1582,"@NikkiSixx Organised religion can also suppress and cause stress and negativity. With religion, you HAVE to feel you’re FREE to think your own thoughts about a supreme being of any kind, or it will bring unhappiness and even harm. Meditation is a good option to keep an open mind.",0
1583,"@DailyCaller I'm not convinced, can you do that again? Maybe while you get pepper sprayed can you also get tazed? I have no idea what that will prove but I certainly would enjoy watching it.",0
1584,@sixxrose666 @NikkiSixx I agree,0
1585,"Communications 12 presenting on issues mini-inquiries: racism, women’s rights, labour equality, police brutality, racial profiling, bullying, cyberbullying, gun control, &amp; drinking &amp; driving. Now they have to write to someone with the power to change things! #sd36learn #lamlearns",0
1586,"@MarianaValdez45 @bistheory @Viviana83b @AlaPutah @_kikanieto ""aqui sacamos el feminismo"" lol, obvio, tan cansadas nos tienen a todas del machismo que esta claro que el feminismo se necesita y entendemos tan bien tu biblia y tu religion que te decimos que tiene machismo y homofobia dentro de si, que tu lo quieras ignorar es otro rollo",0
1587,@KyleMcKillop Mini things are the most important,0
1588,"while Australians love to remind Americans that our gun control measures are way ahead of theirs, we should also tell them that we were way ahead of them when it came to locking up children in detention",1
1589,"@BrigidWD Also, I think the coverage of Abbott, and his response to it, in the lead up to 2013 was in many ways a precursor for Trump in 2016",0
1590,@awelder very true. abbott and Howard practically invented dog whistling on refugees,0
1591,@BrigidWD @awelder I know it is not a popular idea but I think Keating invented dog whistling with #MandatoryDetention and the LNP said mine is bigger than yours and they have been out doing each other ever since. They both want to have the bigly -est. https://t.co/WeHn55b2R8,0
1592,@ChristinaCoomb6 @BrigidWD @awelder Yep. Mandatory Detention was totally Keatings baby.,0
1593,"According to Harvard pollster John Della Volpe, the Parkland high school students' nationwide tour to promote gun control legislation is going to have more of an impact on this fall's elections than most political observers currently realize. #NoNRAMoney https://t.co/OyfP8FfLOm",0
1594,@noNRAmoney Let's hope he's right,0
1595,"BREAKING: Reports of another shooting in Sweden tonight, this time automatic machine gun fire near Gothenburg. When will this madness stop? We already have gun control, what are we lacking?",0
1596,@PeterSweden7 A sense of history. A sense of the survival instinct. A sense of national pride. Should I continue?,0
1597,"Dems continue efforts to slip Universal Basic Income into stimulus bills. Automatic BOOST to Communities (ABC) Act proposal, introduced by Reps Tlaib &amp; Jayapal would provide a $2,000 Stimulus Payment &amp; $1,000 recurring payment to citizens &amp; non-citizens.   https://t.co/ekt7ICe8kf",0
1598,@learning2fly6 This would be the last straw for me.,0
1599,@RedHoss44 Agree Red!,0
1600,Universal basic income seems to improve employment and wellbeing  https://t.co/iv4Lu7QlYc  https://t.co/UREIYovpMy,0
1601,"@newscientist It is interesting that a human behaves better and does better life decisions if you treat him like a human, instead of an lazy slave that gets should get punished if he doesn't obey the system",0
1602,@Umbrellaman699 @newscientist The irony of your conclusion would be funny if it wasn't so tragic.,0
1603,"@LandSharkUK That's not enough to live on which I thought was the point of a universal basic income. I just did some rough calculations and let's say £15,000 a year for 40 million adults that's £600,000,000,000 a year. And 15k a year is still not realistically a minimum requierd to live.",0
1604,@DanielA84612544 It's not supposed to be enough to live on. It's main purpose is to stimulate the economy.,0
1605,@LandSharkUK I was under the impression the main thrust of universal income was to free people from the requirement to work to live and instead allow people pursuit what they wanted. A basic level of income that if you wanted more you could earn more to have a better standard of living.,0
1606,@LandSharkUK Admittedly I'm sure there are many factions in that's ideology so maybe that's just the one I have heard.,0
1607,"Labour leader Sir Keir Starmer - icon of Blairites - owns land worth £10million   Meanwhile, he rejects Universal Basic Income, has thrown private renters under a bus and continues to assault working class people by appeasing the Tories   #Starmergeddon 🥀  https://t.co/9JRAavs5gq",0
1608,@SocialistVoice Thanks to Corbyn he has an 80 seat majority. Kier Starmer is currently working with what he inherited.,0
1609,@PublicPriestley So now it's Jeremy Corbyn's fault and not Sir Keir Starmer's reckless Brexit policy - spearheaded bybTom Watson - that led to Labour losing 52 Leave-voting seats in the party's heartlands?    https://t.co/J88bXUcpQG,0
1610,@SocialistVoice @azumahcarol Well that's your take anyway. 👍,0
1611,"@PublicPriestley @azumahcarol No, these are recent policies endorsed by Sir Keir Starmer. Have you just woken from a coma?",1
1612,"@SocialistVoice @azumahcarol Tasteless joke at the moment. Nice. Starmer has taken a moderate and cautious position on some very difficult economic questions. As for diplomacy, you speak with exactly the same voice that accused Corbyn of 'costing up' to the IRA.",0
1613,@PublicPriestley A typical response from in idiotic centrist..l,1
1614,@SocialistVoice  https://t.co/gnfKSbsfRJ,0
1615,"@PublicPriestley Hit a raw nerve, have I? Never mind.",0
1616,@SocialistVoice @PublicPriestley Ngl you are kinda acting like a child.,1
1617,"I am sometimes asked, why do you support Universal Basic Income, and not a jobs guarantee? And my answer is always the same.  Because I believe your worth is based on your life, not on your labor.",0
1618,@MikeForKY Rn I think we need the #HerosAct to get a vote in the Senate n I hope it would pass!  Unfortunately Mitch McConnell is standing in the way tho☹️,0
1619,@tuser5555 @MikeForKY You definitely don’t want that bill to pass,0
1620,"If we had a Universal Basic Income, there would be a lot less looting.   #UBI",0
1621,"@badrun_khan Then explain why incredibly rich people get involved in fraud? To many people, there's never enough.",0
1622,"@PWM62 @badrun_khan There's no end to human greed. It's just a matter of how that is channeled. Ideally, we would be setting people up to channel towards productive ambitions.  The premise of the original tweet is that with UBI there would have been less looting, which is a very reasonable position.",0
1623,Thousands of people in Cardiff could be given £100 a week in universal basic income pilot  https://t.co/qo6zA2e3EZ  https://t.co/0fQcxPTBlN,0
1624,@WalesOnline What’s the catch?,0
1625,"@Lola_De_Vil @WalesOnline Just a Failed society, not much",0
1626,"What Britain needs: a National Care Service, universal basic income, jobs and homes for all, and major political reform.  What it's got: this cunt.   https://t.co/M2MA5FBOcP  https://t.co/QeV7pDfzXk",0
1627,@fleetstreetfox How do people like you get a platform?,1
1628,@Lookout_Joe Hard work and reading stuff.,0
1629,There needs to be an eviction freeze during the duration of this pandemic. And frankly some form of universal basic income. If not I don’t see the country surviving in any recognizable way.,0
1630,"@TimJDillon If I don’t pay my mortgage the bank kicks me out. Instead of an eviction freeze, why not focus ur anger on blue state governors keeping their states closed for political reasons?",0
1631,"@HairWeaveKiller @TimJDillon That COVID graph of is what I would say is the major reason for continued closures, rightfully so too.",0
1632,Mayor Michael Tubbs on the difference between a guaranteed income and universal basic income  https://t.co/AnaPjfGlpZ,0
1633,"@ZachandMattShow It's fine if you think targeting the aid is a politically necessary first step @MichaelDTubbs but NEVER call the universality ""semantics."" Unconditionality is what DEFINES #UBI and what makes it LEAGUES better than targeted aid. If targeting worked, welfare wouldn't be a mess.  https://t.co/Pj8K9lO0jJ",0
1634,@ZachandMattShow @MichaelDTubbs  https://t.co/ZfJaqsb4mK,0
1635,"@ZachandMattShow @MichaelDTubbs Tubbs just called universality ""semantics"" @ScottSantens, where are you!?  https://t.co/UneuBxgPkP",0
1636,We won’t give people universal basic income but we’re cool paying people such a low amount we literally call it ‘minimum wage’ and argue about how to keep it as low as possible.,0
1637,@Public_Citizen 😷  https://t.co/UJdqbc0Vkp,0
1638,@GetARealCoffee @Public_Citizen something both parties vote for.  we must break the two party system.,0
1639,@_TekTweets_ @Public_Citizen @_TekTweets_  Exactly.  https://t.co/AJZ8nyYHMM,0
1640,@GetARealCoffee @Public_Citizen while the government laughs in the background,0
1641,"We need Medicare for All. We need a Universal Basic Income. We need a Green New Deal. We need reparations. We need to end structural racism and poverty. We need to prioritize people. We need system level change.  No matter who is on the ballot, the work doesn’t stop.",0
1642,@Booker4KY agreed but stop propping up people who dont even support any of this.,0
1643,@herosnvrdie69 @Booker4KY  https://t.co/7uDq0wB9JQ,0
1644,"NEWS: Majority of Americans now support universal basic income, according to a new Hill/Harris poll.  Support: 55% Oppose: 45%   https://t.co/4o8iUgyqZf",0
1645,@ZachandMattShow WOW. do you have a poll from last year to compare?,0
1646,@ZachandMattShow wait im stupid it literally says it went up by 12 points lol,0
1647,A massive transfer of wealth is underway from small mom &amp; pop stores to large companies  This along with automation is going to lead to insane levels of income inequality  There is a stark choice ahead - Implement Universal Basic Income or face a french revolution style uprising.,0
1648,"@bindureddy UBI is not the answer. Work is about more than money -- it is about value, worth, and social status. A massive re-thinking of how to unlock new economic value and jobs is what's needed. @work_matters - would love your thoughts on this.",0
1649,@tmamut @work_matters Don't disagree that work matters and people should be able to do what enjoy. UBI is more like a safety net. It is the base  on top of which people can build successful and creative careers,0
1650,@bindureddy Yes it's a fine line. That often gets messed up.,0
1651,I hope the NBA players use the boycott to ask for MUCH MORE than just police reform  1. Universal Basic Income (1k/m) 2. End of the war on drugs 3. Healthcare as a right  These policies will lead to true change in America,0
1652,@ericsports How do you pay for all that?,0
1653,@XE0SIS @ericsports Several different candidates have put out policies on how to pay for those. Especially @AndrewYang.,0
1654,@LukeDeHahn @ericsports @AndrewYang There is not enough money.,0
1655,"@XE0SIS @ericsports @AndrewYang There is, we just don’t prioritize government spending correctly",0
